shipment_id,shipment_date,origin_warehouse,destination_region,carrier,transport_mode,distance_km,weight_kg,shipment_volume_units,inventory_level,transportation_cost,delivery_time_days,delayed
SHP100391,2025-04-29 16:51:14.562135,WH-Delhi,East,Carrier D,Road,724.9,125.0,107,4370,9178.38,0.7,0
SHP100086,2025-01-27 02:36:07.806505,WH-Delhi,West,Carrier B,Road,145.6,126.1,108,334,1140.53,0.2,0
SHP100970,2025-10-22 11:29:22.468723,WH-Kolkata,South,Carrier A,Sea,453.9,178.3,129,4628,2486.27,0.7,0
SHP100666,2025-07-22 04:31:25.571309,WH-Kolkata,South,Carrier B,Road,176.5,153.2,130,3661,2551.09,1.6,1
SHP101103,2025-12-01 20:32:13.611342,WH-Bengaluru,South,Carrier B,Rail,548.7,134.4,110,1724,4425.35,0.7,0
SHP100475,2025-05-25 04:53:02.652210,WH-Chennai,South,Carrier C,Road,241.2,35.7,122,1178,2878.4,0.2,0
SHP100044,2025-01-14 08:35:13.761467,WH-Delhi,North,Carrier D,Air,469.5,232.4,103,4562,25464.75,0.2,0
SHP100788,2025-08-28 05:25:28.273561,WH-Bengaluru,South,Carrier D,air,1100.8,425.6,126,3162,60613.37,0.5,0
SHP101002,2025-11-01 04:38:37.931609,WH-Mumbai,North,Carrier B,Road,492.9,315.6,116,493,6313.54,0.6,0
SHP100024,2025-01-08 06:51:56.597164,WH-Mumbai,South,Carrier C,Road,731.4,476.9,101,954,9220.71,0.4,0
SHP100832,2025-09-10 14:00:42.035029,WH-Bengaluru,Central,Carrier A,Road,421.1,,105,4054,4661.56,0.4,0
SHP100591,2025-06-29 10:04:06.205170,WH-Kolkata,North,Carrier B,Road,620.0,133.4,114,1269,7328.73,0.6,0
SHP100832,2025-09-10 14:00:42.035029,WH-Bengaluru,Central,Carrier A,Road,421.1,,105,4054,4661.56,0.4,0
SHP100973,2025-10-23 09:20:52.043369,WH-Bengaluru,East,Carrier C,Rail,731.6,283.4,138,4399,4983.6,0.4,0
SHP101056,2025-11-17 14:05:30.275229,WH-Mumbai,West,Carrier B,Sea,395.0,234.4,121,2764,2299.03,0.8,0
SHP100109,2025-02-03 02:10:54.545454,WH-Kolkata,North,Carrier D,Road,269.6,330.5,118,1598,4042.16,0.2,0
SHP100222,2025-03-09 09:30:28.523769,WH-Chennai,South,Carrier A,Sea,279.5,115.3,123,1099,1739.15,0.6,0
SHP101052,2025-11-16 08:56:50.842368,WH-Chennai,East,Carrier C,Road,974.5,222.0,115,254,13125.68,2.0,1
SHP100722,2025-08-08 04:32:37.631359,WH-Delhi,West,Carrier A,Road,225.2,613.0,105,1239,4202.45,0.9,0
SHP100055,2025-01-17 16:44:02.201834,WH-Bengaluru,Central,Carrier B,Road,824.7,196.9,117,4927,10381.67,1.3,0
SHP100888,2025-09-27 14:01:54.095079,WH-Kolkata,West,Carrier C,Road,500.0,141.4,107,2192,5672.87,0.8,0
SHP100253,2025-03-18 19:22:34.128440,WH-Delhi,Central,Carrier C,Sea,723.3,330.4,110,4244,4280.69,,0
SHP101072,2025-11-22 10:40:08.006672,WH-Mumbai,East,Carrier D,Road,715.4,82.7,124,454,8279.22,0.5,0
SHP100642,2025-07-14 21:39:28.974145,WH-Bengaluru,West,Carrier D,Road,1589.7,372.1,109,4899,18827.19,2.2,1
SHP100545,2025-06-15 10:54:32.727272,WH-Chennai,North,Carrier A,Sea,591.1,190.1,111,3069,3263.69,0.9,0
SHP100477,2025-05-25 19:27:22.368640,WH-Mumbai,East,Carrier C,Rail,469.9,145.2,112,4873,3845.61,5.919978472666616,0
SHP100949,2025-10-16 02:28:55.446205,WH-Kolkata,South,Carrier C,Road,934.0,194.1,131,617,11777.67,0.6,0
SHP100843,2025-09-13 22:09:30.475396,WH-Mumbai,West,Carrier D,Road,371.9,365.6,109,2757,5392.75,0.2,0
SHP100063,2025-01-20 03:01:21.067556,WH-Kolkata,South,Carrier D,Road,608.8,171.0,122,1283,7563.41,0.8,0
SHP100413,2025-05-06 09:08:51.442869,WH-Kolkata,Central,Carrier D,Road,576.3,214.3,130,4029,8186.77,0.7,0
SHP100384,2025-04-27 13:51:05.554628,WH-Delhi,South,Carrier A,Road,1071.7,160.9,104,506,13108.4,1.3,0
SHP100974,2025-10-23 16:38:01.901584,WH-Kolkata,West,Carrier B,Air,684.6,112.8,145,3558,38801.42,1.3,0
SHP100884,2025-09-26 08:53:14.662218,WH-Mumbai,South,Carrier B,Road,1066.0,219.6,111,562,13271.72,0.9,0
SHP100451,2025-05-17 22:01:06.055045,WH-Mumbai,South,Carrier D,Rail,617.7,94.4,139,1934,,0.2,0
SHP100656,2025-07-19 03:39:46.989157,WH-Bengaluru,East,Carrier D,Road,430.9,281.4,126,3892,6004.29,,0
SHP100369,2025-04-23 00:33:37.681401,WH-Bengaluru,South,Carrier B,road,191.9,89.9,146,3476,2176.76,0.2,0
SHP100689,2025-07-29 04:06:12.310258,WH-Chennai,North,Carrier B,Road,310.3,,117,284,3879.4,1.0,0
SHP100219,2025-03-08 11:38:58.949124,WH-Chennai,North,Carrier B,Road,1431.8,158.5,130,2922,17306.87,2.0,1
SHP101148,2025-12-15 12:24:37.231025,WH-Kolkata,West,Carrier B,Air,276.6,40.4,104,130,15412.21,0.2,0
SHP100021,2025-01-07 09:00:27.022518,WH-Chennai,West,Carrier B,Sea,203.1,170.9,144,91,1631.85,1.3,0
SHP100760,2025-08-19 17:24:52.243536,WH-Chennai,East,Carrier C,Rail,396.5,500.2,102,1462,3613.96,0.2,0
SHP100869,2025-09-21 19:35:46.788990,WH-Delhi,East,Carrier A,Road,125.3,48.5,115,2652,1404.2,0.2,0
SHP100420,2025-05-08 12:09:00.450375,WH-Delhi,East,Carrier C,Sea,246.0,128.8,105,2201,1494.97,0.2,0
SHP100199,2025-03-02 09:55:41.784820,WH-Kolkata,South,Carrier B,Road,555.7,160.2,155,578,6689.08,1.1,0
SHP100450,2025-05-17 14:43:56.196830,WH-Kolkata,East,Carrier B,Air,628.0,317.2,120,3729,35805.19,0.8,0
SHP101019,2025-11-06 08:30:25.521267,WH-Chennai,Central,Carrier B,Road,486.3,198.8,126,3735,6608.32,1.3,0
SHP100911,2025-10-04 13:36:40.834028,WH-Chennai,East,,Rail,517.0,283.4,113,982,3777.19,,0
SHP100696,2025-07-31 07:06:21.317764,WH-Bengaluru,Central,Carrier A,Road,691.4,182.2,133,4623,8729.72,1.9,1
SHP100811,2025-09-04 05:00:15.012510,WH-Kolkata,West,Carrier D,Road,103.0,199.5,103,798,2418.43,1.3,0
SHP101195,2025-12-29 18:51:20.567139,WH-Delhi,Central,Carrier A,Air,675.8,43.1,132,4733,37653.12,0.8,0
SHP100910,2025-10-04 06:19:30.975813,WH-Kolkata,West,Carrier C,Rail,281.3,423.6,128,3603,4391.2,1.6,1
SHP101049,2025-11-15 11:05:21.267723,WH-Delhi,East,Carrier C,Sea,410.2,181.5,116,1302,1947.14,0.8,0
SHP100505,2025-06-03 07:27:58.398665,WH-Delhi,South,Carrier B,Road,1671.8,102.1,122,1617,21354.86,1.4,0
SHP100405,2025-05-03 22:51:32.577147,WH-Kolkata,South,Carrier B,Rail,152.4,95.4,135,758,1360.1,2.2,1
SHP100317,2025-04-07 05:41:05.054211,WH-Bengaluru,East,Carrier B,Sea,670.4,269.0,139,4945,4062.24,1.1,0
SHP100183,2025-02-25 13:21:04.053377,WH-Chennai,Central,Carrier D,Rail,765.8,200.1,128,3324,5515.16,1.0,0
SHP101137,2025-12-12 04:15:48.790658,WH-Delhi,South,Carrier C,Road,1001.3,268.0,126,3573,12191.75,2.1,1
SHP100609,2025-07-04 21:13:03.653044,WH-Kolkata,Central,Carrier D,Road,913.8,113.1,119,3158,11139.37,1.5,0
SHP100626,2025-07-10 01:04:51.242702,WH-Kolkata,South,Carrier D,Road,851.0,394.7,135,16,11274.38,1.5,0
SHP100485,2025-05-28 05:44:41.234361,WH-Chennai,Central,Carrier B,Sea,315.9,55.0,125,2688,1229.85,0.2,0
SHP100278,2025-03-26 09:31:40.583819,WH-Bengaluru,North,Carrier A,Sea,670.2,252.6,122,343,3309.78,2.7,0
SHP100630,2025-07-11 06:13:30.675562,WH-Kolkata,South,Carrier A,Road,729.2,52.7,110,2693,,1.1,0
SHP100020,2025-01-07 01:43:17.164303,WH-Bengaluru,West,Carrier A,Rail,764.6,220.5,108,4248,5347.13,0.6,0
SHP100170,2025-02-21 14:37:55.896580,WH-Chennai,South,Carrier D,Road,674.5,135.7,130,2733,8631.45,1.2,0
SHP100901,2025-10-01 12:45:02.251876,WH-Kolkata,South,Carrier D,Air,380.0,41.9,105,357,21292.07,0.7,0
SHP101039,2025-11-12 10:13:42.685571,WH-Mumbai,West,Carrier B,Road,512.6,492.7,129,4355,60280.98158549959,1.4,1
SHP100176,2025-02-23 10:20:55.045871,WH-Bengaluru,West,Carrier B,Road,576.1,127.8,119,3330,7204.08,1.4,1
SHP100327,2025-04-10 06:32:43.636363,WH-Chennai,North,Carrier B,Air,784.3,,130,4405,43067.59,0.2,0
SHP100706,2025-08-03 07:57:59.899916,WH-Chennai,Central,Carrier C,Road,328.5,255.8,135,4522,3941.83,1.0,0
SHP100470,2025-05-23 16:27:13.361134,WH-Bengaluru,South,Carrier D,Road,1024.9,286.1,132,2715,12888.77,1.0,0
SHP101130,2025-12-10 01:15:39.783152,WH-Mumbai,Central,Carrier A,Road,811.7,52.4,124,3331,10260.84,1.7,1
SHP100266,2025-03-22 18:05:42.285237,WH-Kolkata,East,Carrier C,Air,449.2,297.6,131,3010,,0.3,0
SHP100615,2025-07-06 16:56:02.802335,WH-Kolkata,Central,Carrier B,Air,908.4,115.0,118,2239,49921.24,0.2,0
SHP100130,2025-02-09 11:11:21.567973,WH-Chennai,West,Carrier A,Sea,698.1,132.3,121,1500,3597.22,0.9,0
SHP100865,2025-09-20 14:27:07.356130,WH-Kolkata,South,Carrier C,Rail,249.6,234.6,116,2285,2597.58,0.6,0
SHP101174,2025-12-23 09:50:53.544620,WH-Kolkata,South,Carrier A,Road,687.1,31.1,109,1854,7756.58,0.3,0
SHP101133,2025-12-10 23:07:09.357798,WH-Delhi,West,Carrier C,Road,767.4,229.1,121,2568,9908.78,0.6,0
SHP100489,2025-05-29 10:53:20.667222,WH-Bengaluru,West,Carrier B,Sea,1030.3,147.9,117,1332,4981.1,1.9,1
SHP100606,2025-07-03 23:21:34.078398,WH-Mumbai,East,Carrier C,Road,640.4,47.0,116,1820,7776.89,1.8,1
SHP100416,2025-05-07 07:00:21.017514,WH-Bengaluru,North,Carrier B,Road,427.9,28.7,112,2866,4933.49,0.5,0
SHP100152,2025-02-16 03:28:58.448707,WH-Kolkata,West,Carrier C,Road,851.9,323.5,112,502,11124.07,1.2,0
SHP100889,2025-09-27 21:19:03.953294,WH-Delhi,East,Carrier B,Rail,648.2,209.0,100,4065,4479.41,0.3,0
SHP100849,2025-09-15 17:52:29.624687,WH-Mumbai,West,Carrier A,Road,1693.0,219.6,113,3628,21283.55,,1
SHP100279,2025-03-26 16:48:50.442035,WH-Mumbai,East,Carrier C,Road,577.4,102.9,119,1206,6587.19,1.2,0
SHP101034,2025-11-10 21:47:53.394495,WH-Kolkata,North,Carrier A,Road,451.6,183.6,130,2009,6116.94,1.4,1
SHP100269,2025-03-23 15:57:11.859883,WH-Kolkata,East,Carrier C,Rail,490.4,206.3,121,167,35774.17717055445,0.6,0
SHP100096,2025-01-30 03:27:46.388657,WH-Kolkata,West,Carrier B,Air,1263.8,286.9,124,3732,69447.77,0.4,0
SHP100210,2025-03-05 18:04:30.225187,WH-Kolkata,North,Carrier B,Road,400.1,166.1,111,1887,5063.28,0.5,0
SHP100569,2025-06-22 17:46:29.324437,WH-Kolkata,West,Carrier B,Air,487.9,111.3,133,2156,26875.44,1.3,0
SHP101180,2025-12-25 05:33:52.693911,WH-Bengaluru,North,Carrier D,Road,208.4,,115,2134,3065.4,0.2,0
SHP100871,2025-09-22 10:10:06.505421,WH-Chennai,East,Carrier A,Sea,147.3,268.5,120,4380,1299.8,1.2,0
SHP100532,2025-06-11 12:11:24.570475,WH-Mumbai,East,Carrier D,Rail,599.6,69.0,120,2612,4136.63,1.0,0
SHP101177,2025-12-24 07:42:23.119266,WH-Mumbai,West,Carrier D,Road,228.8,247.3,123,2849,2940.59,0.2,0
SHP101099,2025-11-30 15:23:34.178482,WH-Mumbai,East,Carrier B,Rail,954.7,243.3,142,3239,6641.73,3.1536210136837486,0
SHP100712,2025-08-05 03:40:59.049207,WH-Mumbai,East,Carrier D,Road,100.1,338.1,107,2731,2558.16,0.2,0
SHP100077,2025-01-24 09:01:39.082568,WH-Delhi,Central,Carrier D,Rail,332.0,199.6,129,676,2430.97,1.7,1
SHP100263,2025-03-21 20:14:12.710592,WH-Mumbai,East,Carrier D,Road,819.0,294.7,137,753,10953.14,0.7,0
SHP100802,2025-09-01 11:25:46.288573,WH-Mumbai,South,Carrier B,Air,410.0,57.3,119,4111,,0.8,0
SHP100149,2025-02-15 05:37:28.874061,WH-Chennai,West,Carrier A,Air,196.6,161.2,116,4593,11372.81,0.2,0
SHP100469,2025-05-23 09:10:03.502919,WH-Kolkata,West,Carrier C,Road,343.4,472.8,118,1888,4515.94,1.6,1
SHP100564,2025-06-21 05:20:40.033361,WH-Delhi,West,Carrier A,Rail,248.2,,134,3607,2487.87,0.2,0
SHP100461,2025-05-20 22:52:44.637197,WH-Chennai,East,Carrier A,Road,951.8,342.4,124,2818,11623.23,1.2,0
SHP100896,2025-09-30 00:19:12.960800,WH-Kolkata,Central,Carrier B,Sea,294.8,423.7,114,3033,1959.98,1.8,0
SHP100695,2025-07-30 23:49:11.459549,WH-Mumbai,South,Carrier B,Rail,1426.9,222.1,119,3884,10221.27,0.8,0
SHP100928,2025-10-09 17:28:28.423686,WH-Chennai,West,Carrier D,Road,370.9,232.9,127,4561,5286.42,0.2,0
SHP100586,2025-06-27 21:38:16.914095,WH-Bengaluru,South,Carrier D,Road,312.9,340.3,115,3300,5206.87,0.2,0
SHP100243,2025-03-15 18:30:55.546288,WH-Kolkata,West,Carrier B,Road,962.0,234.6,133,3149,11806.08,1.7,1
SHP101111,2025-12-04 06:49:32.477064,WH-Kolkata,South,Carrier C,Road,286.8,143.1,133,1308,3905.78,0.7,0
SHP100751,2025-08-16 23:50:23.519599,WH-Bengaluru,North,Carrier D,Sea,653.1,405.6,106,1849,3698.21,14.501924958568194,1
SHP100648,2025-07-16 17:22:28.123436,WH-Delhi,South,Carrier B,Air,461.4,91.7,123,3203,25340.93,0.9,0
SHP100595,2025-06-30 15:12:45.638031,WH-Kolkata,West,Carrier D,Road,137.6,91.2,115,2778,1965.43,0.2,0
SHP100313,2025-04-06 00:32:25.621351,WH-Kolkata,Central,Carrier C,Road,840.7,229.9,129,4507,10305.36,1.8,0
SHP100933,2025-10-11 05:54:17.714762,WH-Kolkata,East,Carrier B,Sea,230.5,367.0,134,2829,1988.58,0.2,0
SHP100155,2025-02-17 01:20:28.023352,WH-Kolkata,West,Carrier D,Rail,622.6,97.0,126,4314,4979.03,0.8,0
SHP101150,2025-12-16 02:58:56.947456,WH-Chennai,North,Carrier A,Air,389.9,396.5,116,1499,21804.01,0.7,0
SHP100999,2025-10-31 06:47:08.356964,WH-Mumbai,West,Carrier B,Sea,502.5,383.5,127,3982,3000.91,1.8,0
SHP101046,2025-11-14 13:13:51.693077,WH-Bengaluru,North,Carrier B,Air,207.7,315.1,117,2419,12934.51,,0
SHP100025,2025-01-08 14:09:06.455379,WH-Delhi,North,Carrier C,road,532.2,60.7,129,3780,6847.78,0.3,0
SHP100196,2025-03-01 12:04:12.210175,WH-Bengaluru,Central,Carrier C,rail,438.1,136.7,121,3102,2630.26,0.2,0
SHP101088,2025-11-27 07:14:45.738115,WH-Mumbai,Central,Carrier D,Road,355.8,164.6,115,4082,4733.63,2.0,0
SHP100015,2025-01-05 13:17:27.873227,WH-Bengaluru,East,Carrier D,Air,513.3,71.3,134,3306,28223.49,0.8,0
SHP100883,2025-09-26 01:36:04.804003,WH-Chennai,East,Carrier B,Rail,596.3,25.4,103,613,4555.52,0.3,0
SHP100621,2025-07-08 12:39:01.951626,WH-Delhi,Central,Carrier A,Sea,364.8,293.8,108,3775,1945.57,0.8,0
SHP101050,2025-11-15 18:22:31.125938,WH-Kolkata,East,Carrier A,Road,441.6,251.9,104,3814,6670.73,1.4,1
SHP101067,2025-11-20 22:14:18.715596,WH-Kolkata,West,Carrier B,Road,481.9,35.6,118,182,6300.4,0.9,0
SHP100497,2025-05-31 21:10:39.532944,WH-Bengaluru,West,Carrier B,Sea,569.0,168.9,108,1498,2105.5,1.2,0
SHP100792,2025-08-29 10:34:07.706422,WH-Kolkata,North,Carrier D,Road,536.4,85.1,105,3911,7056.24,0.9,0
SHP100964,2025-10-20 15:46:23.319432,WH-Mumbai,Central,Carrier B,Road,885.6,282.8,127,3994,11576.44,1.1,0
SHP100515,2025-06-06 08:19:36.980817,WH-Mumbai,South,Carrier C,Road,432.5,500.9,98,1999,6989.31,2.1,0
SHP101095,2025-11-29 10:14:54.745621,WH-Delhi,West,Carrier C,Road,379.3,507.0,98,1836,5537.76,1.2,0
SHP100542,2025-06-14 13:03:03.152627,WH-Bengaluru,South,Carrier B,road,451.4,35.7,125,1995,5520.27,1.5,1
SHP100456,2025-05-19 10:26:55.346121,WH-Kolkata,Central,Carrier D,Road,709.5,85.8,134,703,,0.8,0
SHP100633,2025-07-12 04:05:00.250208,WH-Kolkata,East,Carrier A,Sea,589.2,159.3,129,3240,2911.06,0.7,0
SHP100431,2025-05-11 20:17:48.890742,WH-Kolkata,North,Carrier A,Air,246.5,186.6,127,1088,13738.9,0.8,0
SHP100627,2025-07-10 08:22:01.100917,WH-Chennai,Central,Carrier A,Sea,553.7,213.3,132,116,2387.37,1.9,1
SHP100728,2025-08-10 00:15:36.780650,WH-Mumbai,North,Carrier D,Road,719.7,66.1,122,3955,8730.33,1.8,1
SHP100209,2025-03-05 10:47:20.366972,WH-Mumbai,West,Carrier B,Air,474.6,241.7,114,4920,26573.75,0.4,0
SHP100316,2025-04-06 22:23:55.195996,WH-Chennai,East,Carrier C,Sea,1040.7,484.1,110,1109,5610.87,2.8,1
SHP100513,2025-06-05 17:45:17.264386,WH-Mumbai,North,Carrier D,Air,1011.7,301.9,94,240,55954.38,0.2,0
SHP100829,2025-09-09 16:09:12.460383,WH-Bengaluru,South,Carrier C,Road,601.0,106.1,132,4759,8103.42,1.0,0
SHP100319,2025-04-07 20:15:24.770642,WH-Delhi,West,Carrier D,Air,597.6,247.9,118,4126,33681.54,0.2,0
SHP101031,2025-11-09 23:56:23.819849,WH-Chennai,South,Carrier C,Sea,502.9,184.7,85,2874,2103.65,0.9,0
SHP100141,2025-02-12 19:20:10.008340,WH-Delhi,Central,Carrier C,Road,96.9,96.4,123,2398,1910.4,1.2,0
SHP101110,2025-12-03 23:32:22.618849,WH-Bengaluru,South,Carrier D,Road,374.6,265.7,112,3223,4731.62,1.3,0
SHP100753,2025-08-17 14:24:43.236030,WH-Bengaluru,Central,Carrier B,Road,102.0,258.5,120,3445,,0.7,0
SHP101001,2025-10-31 21:21:28.073394,WH-Bengaluru,North,Carrier A,Road,430.1,201.6,135,847,6139.82,1.1,0
SHP100580,2025-06-26 01:55:17.764804,WH-Mumbai,Central,Carrier D,Road,794.1,305.5,120,4357,10489.37,0.6,0
SHP100562,2025-06-20 14:46:20.316930,WH-Bengaluru,West,Carrier B,Road,750.0,78.6,127,1320,8922.36,1.0,0
SHP100398,2025-05-01 19:51:23.569641,WH-Bengaluru,Central,Carrier B,Road,907.8,266.4,124,1455,11556.88,11.53289283949022,1
SHP100668,2025-07-22 19:05:45.287739,WH-Kolkata,North,Carrier C,Air,1012.7,173.9,143,3391,55130.84,1.2,0
SHP100252,2025-03-18 12:05:24.270225,WH-Kolkata,Central,Carrier D,Road,405.1,202.8,118,616,5672.81,0.3,0
SHP100907,2025-10-03 08:28:01.401167,WH-Chennai,Central,Carrier C,Road,428.2,263.2,116,2596,5983.72,0.6,0
SHP100468,2025-05-23 01:52:53.644703,WH-Kolkata,West,Carrier A,Sea,866.2,207.6,126,316,3402.66,2.2,0
SHP100914,2025-10-05 11:28:10.408673,WH-Mumbai,West,Carrier B,Road,151.5,155.0,104,1042,2021.75,0.2,0
SHP100357,2025-04-19 09:07:39.382819,WH-Kolkata,East,Carrier D,Road,283.1,265.7,141,868,4725.08,0.6,0
SHP100003,2025-01-01 21:51:29.574645,WH-Chennai,North,Carrier C,Road,414.4,104.5,112,4511,5363.71,2.3,0
SHP100508,2025-06-04 05:19:27.973311,WH-Bengaluru,East,Carrier A,Road,1253.1,182.9,117,386,14845.84,1.8,1
SHP100749,2025-08-16 09:16:03.803169,WH-Kolkata,South,Carrier A,Rail,427.1,241.0,102,1682,3881.29,0.8,0
SHP100129,2025-02-09 03:54:11.709758,WH-Bengaluru,South,Carrier D,rail,818.6,476.9,130,3601,6742.92,1.5,1
SHP100144,2025-02-13 17:11:39.582985,WH-Delhi,South,Carrier B,Road,447.1,184.2,129,4220,4853.03,0.4,0
SHP100960,2025-10-19 10:37:43.886572,WH-Delhi,East,Carrier C,Rail,307.1,170.1,120,536,3126.67,1.1,0
SHP100847,2025-09-15 03:18:09.908256,WH-Kolkata,North,Carrier B,Road,955.0,399.3,129,4901,,0.7,0
SHP100715,2025-08-06 01:32:28.623853,WH-Kolkata,West,Carrier A,Rail,614.0,214.3,136,1057,,1.1,0
SHP100905,2025-10-02 17:53:41.684737,WH-Bengaluru,Central,Carrier C,Road,686.0,175.8,113,4797,8121.79,0.3,0
SHP101096,2025-11-29 17:32:04.603836,WH-Delhi,East,Carrier C,Road,599.6,373.9,132,1715,8348.96,1.8,1
SHP100235,2025-03-13 08:13:36.680567,WH-Chennai,South,Carrier A,Sea,943.5,98.8,121,4919,3864.76,1.3,0
SHP101061,2025-11-19 02:31:19.566305,WH-Kolkata,South,Carrier D,Sea,280.0,54.0,132,99,1035.25,0.9,0
